投资金额及投资人,投资金额：1200万美元投资人：__及其关联基金
保密条款,除法律另有要求外，未经投资者的书面同意，公司及原股东不得与公司关键高管、董事会成员、会计师或律师以外的任何人讨论本投资意向书的条款。此外，未经投资者的事先同意，公司不得以任何方式在任何场合以任何形式（包括在其网站或新闻稿中提及等）使用投资者的名称。
适用法律,本投资意向书适用中华人民共和国法律，并依据其解释。
有约束力条款,如果公司没有在2017年【】月【】日之前接受本投资意向书，则本投资意向书自然终止。
其他,本协议一式三份，自甲乙双方及创始人签字或盖章之日起生效，各方各执一份，具有同等法律效力。估值条款,投资人以人民币【3300】万元增资目标公司占【20】%股权本轮投资后目标公司估值为【1.65】亿元人民币
投资款用途,仅作为目标公司运营和业务扩展用途
交割条款,目标交割日（即首款支付日） 不晚于2017年【8】月【15 】日
尽职调查,投资人在目标公司签署本投资意向书后即可以开展尽职调查。尽职调查时间视目标公司具体情况而定。在令投资人满意地完成对目标企业于财务、法律、商业等方面的尽职调查后，目标公司、投资人和目标公司现有股东将协商并签署关于投资的确定性投资文件（以下简称“投资文件”），在投资文件项下投资前提条件均得以满足或被投资人豁免的前提下，投资人将最终投资目标公司。如在尽职调查过程中发现有重大法律问题或与之前表述严重不符的，投资人有权终止投资。
陈述和保证,投资文件中，目标公司和创始股东应在包括但不限于如下方面做出陈述和保证： (1) 公司的有效成立及合法的组织架构 (2) 股权架构(3) 获得相关方面的批准 (4) 股权无瑕疵或担保(5) 拥有所有必需的政府批文 (6) 没有影响到公司重大利益的相关诉讼(7) 拥有现有业务经营相关知识产权且不存在争议和侵权 (8) 保证完整的信息披露(9) 商业计划书的合理性 (10) 资产的妥善产权(11) 完整的税收和公司历史记录 (12) 财务报表的准确性(13) 没有负面的实质性的合同
优先清算权,在任何清盘事项发生时：投资人有权优先于其它股东按照年投资回报率7%以及目标公司已宣布分配但尚未支付的红利获得投资款，仍有剩余的，支付给目标公司其他投资人的优先清算额或类似金额，之后若任有剩余投资人与其他股东对目标公司剩余财产按比例分配；目标公司清算资产不足以支付投资人优先分配收益的，创始股东公司实际控制人（持股比例最大的创始股东）有义务在其通过清算获得的资产范围内补足不足差额部分对此承担连带责任。清盘事项应包括目标公司清算、关闭、歇业或解散，导致创始股东在存续主体中丧失控制权的目标公司合并、收购和出售，目标公司全部或绝大部分资产的出售，或目标公司核心或绝大部分知识产权以排他性或独家许可的方式许可给他人使用或转让给他人。
优先受让权,从投资交割日起若目标公司拟进行增资，投资人有权按股权比例优先认缴增资额。
反稀释条款,在前述约定的基础上，投资人将拥有在其持股比例范围之内认购目标公司任何新增股本或新发证券的优先权，且按目标公司向潜在投资人发行此类股本或证券的同等价格、同等条款和同等条件予以认购，员工期权或股权激励安排下的增资或新增股份除外。若目标公司以低于投资人本轮投资时的价值发行新股票或其他证券给第三方，则投资人的转股比率将自动调整为等同新发行股票后公司股票的广义加权平均价格的转股比率。发生拆股、派发红利等时，亦将按比例作反摊薄保护。
回购权,当出现下列重大事项时，投资人有权要求目标公司或创始股东在投资人提出股权转让要求后的3个月内受让投资人所持有的全部目标公司股权：（1）    目标公司及创始股东在本协议中所做出的陈述与保证存在重大不真实、不准确、不完整或误导的情况，导致目标公司损失超过人民币100万元以上。（2）    因目标公司、创始股东或管理层出现重大诚信问题导致对目标公司产生重大不利影响，损失超过人民币100万元以上。（3）    如目标公司在2021年12月31日前未完成首次公开募股（包括但不限于上海证券交易所、深圳证券交易所、以及海外的证券交易所，但不包括全国中小企业股份转让系统挂牌）。（1）（4）   业绩对赌期限内任一一年的目标营业收入实际完成50%或以下。（5）   若2017年，2018年以及2019年三年累计亏损达到2000万元的。回购价格按投资人投资本金、收益（按年回报率单利10%计算）以及已宣布但未支付的红利之和计算。若目标公司之前投资人同时行使类似本条的提前回购权，则本轮投资人应优先于之前轮次投资人实现回购退出。创始股东的回购责任以其届时持有的公司股权的实际变现价值为限。
董事会,目标公司的章程须规定董事会由【5】名董事组成，其中投资人有权指派【1】名董事。董事会至少每季度召开一次会议。
保护性条款,目标公司或其控股下属公司、分支机构（上海宿派信息技术有限公司及其分支机构除外、上海震派餐饮管理有限公司及其分支机构，一家拟新设立的从事商业地产运营的公司及其分支机构（暂定商号“容派”），以及目标公司投入资金以及承担后续债务未超过人民币100万元的下属公司、分支机构除外）进行的任何下述交易（无论是否修订公司章程，无论单个交易或一系列相关交易）除符合目标公司现有章程要求的表决比例外，还须经投资人在股东会或委派的董事在董事会会议时投赞成票方能通过或生效：1.      转换或改变投资人的权利和优先权；或产生（包括重新划分股票等级或其他方式）任何在享有的权利或优先权上优于或同等于投资人的新等级或系列的股权；2.      目标公司增加或者减少注册资本以及发行目标公司债券的方案；3.通过任何有关目标公司注册资本变更、公司解散或清算的决议；4.      实施或导致主要资产的收购、控制权转让、兼并、合并、合资、联营或5.启动目标公司的股权结构改变、股权重组、分立、剥离或破产；6.通过商业计划、运营计划；7.      开展明显不同于商业计划所述的业务，变更目标公司名称或退出目标公司目前经营的任何业务，或进行任何业务范围之外的投资；8.新设任何分支机构，下属子公司且支付投资款以及承担相关债务超过人民币【100】万元，以及年度累计超过人民币300万元；9.      导致任何债务、承担任何财务义务，或发行、承担、保证或产生任何负债的累计金额超过【300】万元人民币，除非此项负债的产生符合当时的商业计划；涉及或签订任何与目标公司关联方、股东或者任何其他相关方的重大交易或重大协议，按照该等交易或协议的规定，目标公司承担付款责任、承诺或义务在任何十二个月中累计总额没有限制，或者可能超过【300】万元人民币，除非在当时已获批准的商业计划和预算中完整表述和披露；增加或减少董事会或任何下属委员会的人数；10.    会计方法或会计政策的重大改变，委托或更换审计师事务所；11.目标公司章程修订；12.批准目标公司上市方案，选择上市的证券交易所和承销商；13.创始股东转让股权；14.    收购其他公司的股权、股份或股票或其他证券，开设新的业务（不属于现业务）品牌；15.目标公司的利润分配方案和弥补亏损方案；16.任何期权计划、股权激励、股权分享的方案；17.   预算外超过100万元的开支18.为他方（除目标公司子公司以外）提供担保；19.直接或间接放弃目标公司在其任何下属机构中的价值超过100万元的重大利益；20.目标公司现有章程或股东协议中约定的已有投资人/股东享有否决权的重大事项。
